"","fips","state","county_name","hospitals","population","pred_fit","pred_lwr","pred_upr","pred_status","state_name"
"2413","45033","SC","Dillon County",1,27577,1,0,4,"ok","South Carolina"
"2414","45035","SC","Dorchester County",1,174663,2,0,5,"ok","South Carolina"
"2415","45037","SC","Edgefield County",0,29455,1,0,4,"ok","South Carolina"
"2416","45039","SC","Fairfield County",0,20369,1,0,4,"ok","South Carolina"
"2417","45041","SC","Florence County",2,138049,2,0,5,"ok","South Carolina"
"2418","45043","SC","Georgetown County",1,66035,1,0,4,"ok","South Carolina"
"2419","45045","SC","Greenville County",6,570745,5,2,8,"ok","South Carolina"
"2420","45047","SC","Greenwood County",1,70041,1,0,4,"ok","South Carolina"
"2421","45049","SC","Hampton County",1,18172,1,0,4,"ok","South Carolina"
"2422","45051","SC","Horry County",4,413391,4,1,6,"ok","South Carolina"
"2423","45053","SC","Jasper County",1,35618,1,0,4,"ok","South Carolina"
"2424","45055","SC","Kershaw County",1,71698,1,0,4,"ok","South Carolina"
"2425","45057","SC","Lancaster County",1,111652,1,0,4,"ok","South Carolina"
"2426","45059","SC","Laurens County",2,70545,1,0,4,"ok","South Carolina"
"2427","45061","SC","Lee County",0,15958,1,0,4,"ok","South Carolina"
"2428","45063","SC","Lexington County",2,313774,3,0,6,"ok","South Carolina"
"2429","45067","SC","Marion County",1,28368,1,0,4,"ok","South Carolina"
"2430","45069","SC","Marlboro County",0,25498,1,0,4,"ok","South Carolina"
"2431","45065","SC","McCormick County",0,9983,1,0,4,"ok","South Carolina"
"2432","45071","SC","Newberry County",1,39203,1,0,4,"ok","South Carolina"
"2433","45073","SC","Oconee County",1,82475,1,0,4,"ok","South Carolina"
"2434","45075","SC","Orangeburg County",0,83129,1,0,4,"ok","South Carolina"
"2435","45077","SC","Pickens County",2,138207,2,0,5,"ok","South Carolina"
"2436","45079","SC","Richland County",4,430651,4,1,7,"ok","South Carolina"
"2437","45081","SC","Saluda County",0,19452,1,0,4,"ok","South Carolina"
"2438","45083","SC","Spartanburg County",2,369256,3,0,6,"ok","South Carolina"
"2439","45085","SC","Sumter County",1,104776,1,0,4,"ok","South Carolina"
"2440","45087","SC","Union County",1,26678,1,0,4,"ok","South Carolina"
"2441","45089","SC","Williamsburg County",0,29865,1,0,4,"ok","South Carolina"
"2442","45091","SC","York County",1,303001,3,0,6,"ok","South Carolina"
"2443","46003","SD","Aurora County",0,2752,1,0,4,"ok","South Dakota"
"2444","46005","SD","Beadle County",1,19459,1,0,4,"ok","South Dakota"
"2445","46007","SD","Bennett County",1,3289,1,0,4,"ok","South Dakota"
"2446","46009","SD","Bon Homme County",2,7071,1,0,4,"ok","South Dakota"
"2447","46011","SD","Brookings County",1,36359,1,0,4,"ok","South Dakota"
"2448","46013","SD","Brown County",2,37495,1,0,4,"ok","South Dakota"
"2449","46015","SD","Brule County",1,5261,1,0,4,"ok","South Dakota"
"2450","46017","SD","Buffalo County",0,1825,1,0,4,"ok","South Dakota"
"2451","46019","SD","Butte County",0,10891,1,0,4,"ok","South Dakota"
"2452","46021","SD","Campbell County",0,1342,1,0,4,"ok","South Dakota"
"2453","46023","SD","Charles Mix County",2,9343,1,0,4,"ok","South Dakota"
"2454","46025","SD","Clark County",0,3974,1,0,4,"ok","South Dakota"
"2455","46027","SD","Clay County",1,15245,1,0,4,"ok","South Dakota"
"2456","46029","SD","Codington County",1,29278,1,0,4,"ok","South Dakota"
"2457","46031","SD","Corson County",0,3747,1,0,4,"ok","South Dakota"
"2458","46033","SD","Custer County",1,9330,1,0,4,"ok","South Dakota"
"2459","46035","SD","Davison County",1,19907,1,0,4,"ok","South Dakota"
"2460","46037","SD","Day County",1,5408,1,0,4,"ok","South Dakota"
"2461","46039","SD","Deuel County",1,4335,1,0,4,"ok","South Dakota"
"2462","46041","SD","Dewey County",1,5322,1,0,4,"ok","South Dakota"
"2463","46043","SD","Douglas County",1,2849,1,0,4,"ok","South Dakota"
"2464","46045","SD","Edmunds County",1,4027,1,0,4,"ok","South Dakota"
"2465","46047","SD","Fall River County",1,7359,1,0,4,"ok","South Dakota"
"2466","46049","SD","Faulk County",1,2136,1,0,4,"ok","South Dakota"
"2467","46051","SD","Grant County",1,7618,1,0,4,"ok","South Dakota"
"2468","46053","SD","Gregory County",2,4110,1,0,4,"ok","South Dakota"
"2469","46055","SD","Haakon County",1,1834,1,0,4,"ok","South Dakota"
"2470","46057","SD","Hamlin County",0,6596,1,0,4,"ok","South Dakota"
"2471","46059","SD","Hand County",1,3097,1,0,4,"ok","South Dakota"
"2472","46061","SD","Hanson County",0,3477,1,0,4,"ok","South Dakota"
"2473","46063","SD","Harding County",0,1325,1,0,4,"ok","South Dakota"
"2474","46065","SD","Hughes County",1,17526,1,0,4,"ok","South Dakota"
"2475","46067","SD","Hutchinson County",2,7416,1,0,4,"ok","South Dakota"
"2476","46069","SD","Hyde County",0,1215,1,0,4,"ok","South Dakota"
"2477","46071","SD","Jackson County",0,2737,1,0,4,"ok","South Dakota"
"2478","46073","SD","Jerauld County",1,1689,1,0,4,"ok","South Dakota"
"2479","46075","SD","Jones County",0,874,1,0,4,"ok","South Dakota"
"2480","46077","SD","Kingsbury County",1,5261,1,0,4,"ok","South Dakota"
"2481","46079","SD","Lake County",1,11006,1,0,4,"ok","South Dakota"
"2482","46081","SD","Lawrence County",2,28809,1,0,4,"ok","South Dakota"
"2483","46083","SD","Lincoln County",2,75244,1,0,4,"ok","South Dakota"
"2484","46085","SD","Lyman County",0,3721,1,0,4,"ok","South Dakota"
"2485","46091","SD","Marshall County",1,4395,1,0,4,"ok","South Dakota"
"2486","46087","SD","McCook County",0,5771,1,0,4,"ok","South Dakota"
"2487","46089","SD","McPherson County",1,2307,1,0,4,"ok","South Dakota"
"2488","46093","SD","Meade County",2,30918,1,0,4,"ok","South Dakota"
"2489","46095","SD","Mellette County",0,1834,1,0,4,"ok","South Dakota"
"2490","46097","SD","Miner County",0,2303,1,0,4,"ok","South Dakota"
"2491","46099","SD","Minnehaha County",6,208639,2,0,5,"above","South Dakota"
"2492","46101","SD","Moody County",1,6529,1,0,4,"ok","South Dakota"
"2493","46102","SD","Oglala Lakota County",1,13360,1,0,4,"ok","South Dakota"
"2494","46103","SD","Pennington County",4,115979,2,0,4,"ok","South Dakota"
"2495","46105","SD","Perkins County",0,2832,1,0,4,"ok","South Dakota"
"2496","46107","SD","Potter County",1,2402,1,0,4,"ok","South Dakota"
"2497","46109","SD","Roberts County",1,10283,1,0,4,"ok","South Dakota"
"2498","46111","SD","Sanborn County",0,2392,1,0,4,"ok","South Dakota"
"2499","46115","SD","Spink County",1,6108,1,0,4,"ok","South Dakota"
"2500","46117","SD","Stanley County",0,3015,1,0,4,"ok","South Dakota"
"2501","46119","SD","Sully County",0,1468,1,0,4,"ok","South Dakota"
"2502","46121","SD","Todd County",1,9172,1,0,4,"ok","South Dakota"
"2503","46123","SD","Tripp County",1,5717,1,0,4,"ok","South Dakota"
"2504","46125","SD","Turner County",1,9087,1,0,4,"ok","South Dakota"
"2505","46127","SD","Union County",1,17402,1,0,4,"ok","South Dakota"
"2506","46129","SD","Walworth County",1,5270,1,0,4,"ok","South Dakota"
"2507","46135","SD","Yankton County",1,23509,1,0,4,"ok","South Dakota"
"2508","46137","SD","Ziebach County",0,2418,1,0,4,"ok","South Dakota"
"2509","47001","TN","Anderson County",1,81449,1,0,4,"ok","Tennessee"
"2510","47003","TN","Bedford County",1,54228,1,0,4,"ok","Tennessee"
"2511","47005","TN","Benton County",1,16173,1,0,4,"ok","Tennessee"
"2512","47007","TN","Bledsoe County",1,15591,1,0,4,"ok","Tennessee"
"2513","47009","TN","Blount County",1,142211,2,0,5,"ok","Tennessee"
"2514","47011","TN","Bradley County",1,113782,1,0,4,"ok","Tennessee"
"2515","47013","TN","Campbell County",1,40238,1,0,4,"ok","Tennessee"
"2516","47015","TN","Cannon County",1,15142,1,0,4,"ok","Tennessee"
"2517","47017","TN","Carroll County",1,29107,1,0,4,"ok","Tennessee"
"2518","47019","TN","Carter County",1,57434,1,0,4,"ok","Tennessee"
"2519","47021","TN","Cheatham County",1,42604,1,0,4,"ok","Tennessee"
"2520","47023","TN","Chester County",0,17876,1,0,4,"ok","Tennessee"
"2521","47025","TN","Claiborne County",1,33070,1,0,4,"ok","Tennessee"
"2522","47027","TN","Clay County",0,7857,1,0,4,"ok","Tennessee"
"2523","47029","TN","Cocke County",1,37596,1,0,4,"ok","Tennessee"
"2524","47031","TN","Coffee County",2,61285,1,0,4,"ok","Tennessee"
"2525","47033","TN","Crockett County",0,13973,1,0,4,"ok","Tennessee"
"2526","47035","TN","Cumberland County",1,65618,1,0,4,"ok","Tennessee"
"2527","47037","TN","Davidson County",9,729505,6,3,9,"ok","Tennessee"
"2528","47041","TN","DeKalb County",1,21747,1,0,4,"ok","Tennessee"
"2529","47039","TN","Decatur County",0,11800,1,0,4,"ok","Tennessee"
"2530","47043","TN","Dickson County",1,57641,1,0,4,"ok","Tennessee"
"2531","47045","TN","Dyer County",1,36403,1,0,4,"ok","Tennessee"
"2532","47047","TN","Fayette County",0,44476,1,0,4,"ok","Tennessee"
"2533","47049","TN","Fentress County",0,20129,1,0,4,"ok","Tennessee"
"2534","47051","TN","Franklin County",1,45137,1,0,4,"ok","Tennessee"
"2535","47053","TN","Gibson County",1,51422,1,0,4,"ok","Tennessee"
"2536","47055","TN","Giles County",1,30971,1,0,4,"ok","Tennessee"
"2537","47057","TN","Grainger County",0,25073,1,0,4,"ok","Tennessee"
"2538","47059","TN","Greene County",1,73398,1,0,4,"ok","Tennessee"
"2539","47061","TN","Grundy County",0,14148,1,0,4,"ok","Tennessee"
"2540","47063","TN","Hamblen County",1,67715,1,0,4,"ok","Tennessee"
"2541","47065","TN","Hamilton County",3,386256,3,0,6,"ok","Tennessee"
"2542","47067","TN","Hancock County",1,7038,1,0,4,"ok","Tennessee"
"2543","47069","TN","Hardeman County",1,25434,1,0,4,"ok","Tennessee"
"2544","47071","TN","Hardin County",1,27617,1,0,4,"ok","Tennessee"
"2545","47073","TN","Hawkins County",1,59371,1,0,4,"ok","Tennessee"
"2546","47075","TN","Haywood County",1,17097,1,0,4,"ok","Tennessee"
"2547","47077","TN","Henderson County",1,28183,1,0,4,"ok","Tennessee"
"2548","47079","TN","Henry County",1,32883,1,0,4,"ok","Tennessee"
"2549","47081","TN","Hickman County",1,25859,1,0,4,"ok","Tennessee"
"2550","47083","TN","Houston County",1,8538,1,0,4,"ok","Tennessee"
"2551","47085","TN","Humphreys County",1,19554,1,0,4,"ok","Tennessee"
"2552","47087","TN","Jackson County",0,12376,1,0,4,"ok","Tennessee"
"2553","47089","TN","Jefferson County",1,59217,1,0,4,"ok","Tennessee"
"2554","47091","TN","Johnson County",1,18506,1,0,4,"ok","Tennessee"
"2555","47093","TN","Knox County",5,506748,4,1,7,"ok","Tennessee"
"2556","47095","TN","Lake County",0,6422,1,0,4,"ok","Tennessee"
"2557","47097","TN","Lauderdale County",1,24630,1,0,4,"ok","Tennessee"
"2558","47099","TN","Lawrence County",1,46467,1,0,4,"ok","Tennessee"
"2559","47101","TN","Lewis County",0,13418,1,0,4,"ok","Tennessee"
"2560","47103","TN","Lincoln County",1,36751,1,0,4,"ok","Tennessee"
"2561","47105","TN","Loudon County",1,62129,1,0,4,"ok","Tennessee"
"2562","47111","TN","Macon County",1,27189,1,0,4,"ok","Tennessee"
"2563","47113","TN","Madison County",1,100409,1,0,4,"ok","Tennessee"
"2564","47115","TN","Marion County",0,29826,1,0,4,"ok","Tennessee"
"2565","47117","TN","Marshall County",1,37847,1,0,4,"ok","Tennessee"
"2566","47119","TN","Maury County",1,113411,1,0,4,"ok","Tennessee"
"2567","47107","TN","McMinn County",1,56754,1,0,4,"ok","Tennessee"
"2568","47109","TN","McNairy County",0,26103,1,0,4,"ok","Tennessee"
"2569","47121","TN","Meigs County",0,13937,1,0,4,"ok","Tennessee"
"2570","47123","TN","Monroe County",1,49154,1,0,4,"ok","Tennessee"
"2571","47125","TN","Montgomery County",1,246025,2,0,5,"ok","Tennessee"
"2572","47127","TN","Moore County",0,6773,1,0,4,"ok","Tennessee"
"2573","47129","TN","Morgan County",0,21954,1,0,4,"ok","Tennessee"
"2574","47131","TN","Obion County",1,30261,1,0,4,"ok","Tennessee"
"2575","47133","TN","Overton County",1,23551,1,0,4,"ok","Tennessee"
"2576","47135","TN","Perry County",0,8987,1,0,4,"ok","Tennessee"
"2577","47137","TN","Pickett County",0,5108,1,0,4,"ok","Tennessee"
"2578","47139","TN","Polk County",0,18338,1,0,4,"ok","Tennessee"
"2579","47141","TN","Putnam County",1,84894,1,0,4,"ok","Tennessee"
"2580","47143","TN","Rhea County",1,34759,1,0,4,"ok","Tennessee"
"2581","47145","TN","Roane County",1,56742,1,0,4,"ok","Tennessee"
"2582","47147","TN","Robertson County",1,78459,1,0,4,"ok","Tennessee"
"2583","47149","TN","Rutherford County",4,376996,3,0,6,"ok","Tennessee"
"2584","47151","TN","Scott County",1,22517,1,0,4,"ok","Tennessee"
"2585","47153","TN","Sequatchie County",0,17620,1,0,4,"ok","Tennessee"
"2586","47155","TN","Sevier County",1,100184,1,0,4,"ok","Tennessee"
"2587","47157","TN","Shelby County",9,910530,7,4,10,"ok","Tennessee"
"2588","47159","TN","Smith County",1,20783,1,0,4,"ok","Tennessee"
"2589","47161","TN","Stewart County",0,14365,1,0,4,"ok","Tennessee"
"2590","47163","TN","Sullivan County",3,162703,2,0,5,"ok","Tennessee"
"2591","47165","TN","Sumner County",2,211721,2,0,5,"ok","Tennessee"
"2592","47167","TN","Tipton County",1,62187,1,0,4,"ok","Tennessee"
"2593","47169","TN","Trousdale County",1,12159,1,0,4,"ok","Tennessee"
"2594","47171","TN","Unicoi County",0,17872,1,0,4,"ok","Tennessee"
"2595","47173","TN","Union County",0,21064,1,0,4,"ok","Tennessee"
"2596","47175","TN","Van Buren County",0,6686,1,0,4,"ok","Tennessee"
"2597","47177","TN","Warren County",1,43619,1,0,4,"ok","Tennessee"
"2598","47179","TN","Washington County",3,139642,2,0,5,"ok","Tennessee"
"2599","47181","TN","Wayne County",1,15974,1,0,4,"ok","Tennessee"
"2600","47183","TN","Weakley County",1,33162,1,0,4,"ok","Tennessee"
"2601","47185","TN","White County",1,29108,1,0,4,"ok","Tennessee"
"2602","47187","TN","Williamson County",1,269136,3,0,5,"ok","Tennessee"
"2603","47189","TN","Wilson County",1,169948,2,0,5,"ok","Tennessee"
"2604","48001","TX","Anderson County",1,59512,1,0,4,"ok","Texas"
"2605","48003","TX","Andrews County",1,18923,1,0,4,"ok","Texas"
"2606","48005","TX","Angelina County",2,88094,1,0,4,"ok","Texas"
"2607","48007","TX","Aransas County",0,25595,1,0,4,"ok","Texas"
"2608","48009","TX","Archer County",0,9155,1,0,4,"ok","Texas"
"2609","48011","TX","Armstrong County",0,1809,1,0,4,"ok","Texas"
"2610","48013","TX","Atascosa County",1,52783,1,0,4,"ok","Texas"
"2611","48015","TX","Austin County",1,32546,1,0,4,"ok","Texas"
"2612","48017","TX","Bailey County",1,7031,1,0,4,"ok","Texas"
"2613","48019","TX","Bandera County",0,22830,1,0,4,"ok","Texas"
"2614","48021","TX","Bastrop County",1,114931,2,0,4,"ok","Texas"
"2615","48023","TX","Baylor County",1,3533,1,0,4,"ok","Texas"
"2616","48025","TX","Bee County",1,31226,1,0,4,"ok","Texas"
"2617","48027","TX","Bell County",5,399578,3,1,6,"ok","Texas"
"2618","48029","TX","Bexar County",15,2127737,15,12,18,"ok","Texas"
"2619","48031","TX","Blanco County",0,13358,1,0,4,"ok","Texas"
"2620","48033","TX","Borden County",0,557,1,0,4,"ok","Texas"
"2621","48035","TX","Bosque County",1,19013,1,0,4,"ok","Texas"
"2622","48037","TX","Bowie County",2,91992,1,0,4,"ok","Texas"
"2623","48039","TX","Brazoria County",3,413224,4,1,6,"ok","Texas"
"2624","48041","TX","Brazos County",3,249624,2,0,5,"ok","Texas"
"2625","48043","TX","Brewster County",1,9508,1,0,4,"ok","Texas"
"2626","48045","TX","Briscoe County",0,1494,1,0,4,"ok","Texas"
"2627","48047","TX","Brooks County",0,6740,1,0,4,"ok","Texas"
"2628","48049","TX","Brown County",1,38631,1,0,4,"ok","Texas"
"2629","48051","TX","Burleson County",1,20179,1,0,4,"ok","Texas"
"2630","48053","TX","Burnet County",2,55722,1,0,4,"ok","Texas"
"2631","48055","TX","Caldwell County",1,52430,1,0,4,"ok","Texas"
"2632","48057","TX","Calhoun County",1,19942,1,0,4,"ok","Texas"
"2633","48059","TX","Callahan County",0,14615,1,0,4,"ok","Texas"
"2634","48061","TX","Cameron County",4,431874,4,1,7,"ok","Texas"
"2635","48063","TX","Camp County",1,13164,1,0,4,"ok","Texas"
"2636","48065","TX","Carson County",0,5822,1,0,4,"ok","Texas"
"2637","48067","TX","Cass County",0,28622,1,0,4,"ok","Texas"
"2638","48069","TX","Castro County",1,7380,1,0,4,"ok","Texas"
"2639","48071","TX","Chambers County",2,56179,1,0,4,"ok","Texas"
"2640","48073","TX","Cherokee County",2,53223,1,0,4,"ok","Texas"
"2641","48075","TX","Childress County",1,6679,1,0,4,"ok","Texas"
"2642","48077","TX","Clay County",1,10730,1,0,4,"ok","Texas"
"2643","48079","TX","Cochran County",1,2583,1,0,4,"ok","Texas"
"2644","48081","TX","Coke County",0,3396,1,0,4,"ok","Texas"
"2645","48083","TX","Coleman County",1,7990,1,0,4,"ok","Texas"
"2646","48085","TX","Collin County",14,1254658,9,6,12,"above","Texas"
"2647","48087","TX","Collingsworth County",1,2611,1,0,4,"ok","Texas"
"2648","48089","TX","Colorado County",2,21475,1,0,4,"ok","Texas"
"2649","48091","TX","Comal County",1,201628,2,0,5,"ok","Texas"
"2650","48093","TX","Comanche County",1,14359,1,0,4,"ok","Texas"
"2651","48095","TX","Concho County",1,3326,1,0,4,"ok","Texas"
"2652","48097","TX","Cooke County",2,44258,1,0,4,"ok","Texas"
"2653","48099","TX","Coryell County",1,86370,1,0,4,"ok","Texas"
"2654","48101","TX","Cottle County",0,1263,1,0,4,"ok","Texas"
"2655","48103","TX","Crane County",1,4594,1,0,4,"ok","Texas"
"2656","48105","TX","Crockett County",0,2799,1,0,4,"ok","Texas"
"2657","48107","TX","Crosby County",1,5030,1,0,4,"ok","Texas"
"2658","48109","TX","Culberson County",1,2254,1,0,4,"ok","Texas"
"2659","48111","TX","Dallam County",1,7526,1,0,4,"ok","Texas"
"2660","48113","TX","Dallas County",26,2656028,19,16,22,"above","Texas"
"2661","48115","TX","Dawson County",1,11758,1,0,4,"ok","Texas"
"2662","48123","TX","DeWitt County",1,20252,1,0,4,"ok","Texas"
"2663","48117","TX","Deaf Smith County",1,18495,1,0,4,"ok","Texas"
"2664","48119","TX","Delta County",0,5647,1,0,4,"ok","Texas"
"2665","48121","TX","Denton County",11,1045120,8,5,11,"ok","Texas"
"2666","48125","TX","Dickens County",0,1725,1,0,4,"ok","Texas"
"2667","48127","TX","Dimmit County",1,8181,1,0,4,"ok","Texas"
"2668","48129","TX","Donley County",0,3193,1,0,4,"ok","Texas"
"2669","48131","TX","Duval County",0,9585,1,0,4,"ok","Texas"
"2670","48133","TX","Eastland County",1,18290,1,0,4,"ok","Texas"
"2671","48135","TX","Ector County",2,170022,2,0,5,"ok","Texas"
"2672","48137","TX","Edwards County",0,1383,1,0,4,"ok","Texas"
"2673","48141","TX","El Paso County",9,875784,7,4,10,"ok","Texas"
"2674","48139","TX","Ellis County",3,232387,2,0,5,"ok","Texas"
"2675","48143","TX","Erath County",1,44496,1,0,4,"ok","Texas"
"2676","48145","TX","Falls County",1,17752,1,0,4,"ok","Texas"
"2677","48147","TX","Fannin County",1,38650,1,0,4,"ok","Texas"
"2678","48149","TX","Fayette County",0,25488,1,0,4,"ok","Texas"
"2679","48151","TX","Fisher County",1,3665,1,0,4,"ok","Texas"
"2680","48153","TX","Floyd County",1,5042,1,0,4,"ok","Texas"
"2681","48155","TX","Foard County",0,1053,1,0,4,"ok","Texas"
"2682","48157","TX","Fort Bend County",7,958434,7,4,10,"ok","Texas"
"2683","48159","TX","Franklin County",0,10912,1,0,4,"ok","Texas"
"2684","48161","TX","Freestone County",1,20645,1,0,4,"ok","Texas"
"2685","48163","TX","Frio County",1,19520,1,0,4,"ok","Texas"
"2686","48165","TX","Gaines County",1,22892,1,0,4,"ok","Texas"
"2687","48167","TX","Galveston County",2,367407,3,0,6,"ok","Texas"
"2688","48169","TX","Garza County",0,4645,1,0,4,"ok","Texas"
"2689","48171","TX","Gillespie County",1,28159,1,0,4,"ok","Texas"
"2690","48173","TX","Glasscock County",0,1153,1,0,4,"ok","Texas"
"2691","48175","TX","Goliad County",0,7221,1,0,4,"ok","Texas"
"2692","48177","TX","Gonzales County",1,20040,1,0,4,"ok","Texas"
"2693","48179","TX","Gray County",1,20888,1,0,4,"ok","Texas"
"2694","48181","TX","Grayson County",3,150532,2,0,5,"ok","Texas"
"2695","48183","TX","Gregg County",2,126679,2,0,4,"ok","Texas"
"2696","48185","TX","Grimes County",1,33448,1,0,4,"ok","Texas"
"2697","48187","TX","Guadalupe County",1,195166,2,0,5,"ok","Texas"
"2698","48189","TX","Hale County",1,31953,1,0,4,"ok","Texas"
"2699","48191","TX","Hall County",0,2828,1,0,4,"ok","Texas"
"2700","48193","TX","Hamilton County",1,8644,1,0,4,"ok","Texas"
"2701","48195","TX","Hansford County",1,5006,1,0,4,"ok","Texas"
"2702","48197","TX","Hardeman County",1,3417,1,0,4,"ok","Texas"
"2703","48199","TX","Hardin County",1,58670,1,0,4,"ok","Texas"
"2704","48201","TX","Harris County",37,5009302,35,32,38,"ok","Texas"
"2705","48203","TX","Harrison County",0,71370,1,0,4,"ok","Texas"
"2706","48205","TX","Hartley County",0,4996,1,0,4,"ok","Texas"
"2707","48207","TX","Haskell County",1,5435,1,0,4,"ok","Texas"
"2708","48209","TX","Hays County",4,292029,3,0,6,"ok","Texas"
"2709","48211","TX","Hemphill County",1,3134,1,0,4,"ok","Texas"
"2710","48213","TX","Henderson County",1,87467,1,0,4,"ok","Texas"
"2711","48215","TX","Hidalgo County",7,914820,7,4,10,"ok","Texas"
"2712","48217","TX","Hill County",1,38771,1,0,4,"ok","Texas"
"2713","48219","TX","Hockley County",1,21505,1,0,4,"ok","Texas"
"2714","48221","TX","Hood County",1,69126,1,0,4,"ok","Texas"
"2715","48223","TX","Hopkins County",1,38784,1,0,4,"ok","Texas"
"2716","48225","TX","Houston County",1,22197,1,0,4,"ok","Texas"
"2717","48227","TX","Howard County",1,30833,1,0,4,"ok","Texas"
"2718","48229","TX","Hudspeth County",0,3608,1,0,4,"ok","Texas"
"2719","48231","TX","Hunt County",1,118729,2,0,4,"ok","Texas"
"2720","48233","TX","Hutchinson County",1,19721,1,0,4,"ok","Texas"
"2721","48235","TX","Irion County",0,1526,1,0,4,"ok","Texas"
"2722","48237","TX","Jack County",1,9398,1,0,4,"ok","Texas"
"2723","48239","TX","Jackson County",1,15284,1,0,4,"ok","Texas"
"2724","48241","TX","Jasper County",1,32907,1,0,4,"ok","Texas"
"2725","48243","TX","Jeff Davis County",0,1778,1,0,4,"ok","Texas"
"2726","48245","TX","Jefferson County",3,253948,2,0,5,"ok","Texas"
"2727","48247","TX","Jim Hogg County",0,4583,1,0,4,"ok","Texas"
"2728","48249","TX","Jim Wells County",1,38886,1,0,4,"ok","Texas"
"2729","48251","TX","Johnson County",2,210547,2,0,5,"ok","Texas"
"2730","48253","TX","Jones County",1,20850,1,0,4,"ok","Texas"
"2731","48255","TX","Karnes County",1,15137,1,0,4,"ok","Texas"
"2732","48257","TX","Kaufman County",1,197829,2,0,5,"ok","Texas"
"2733","48259","TX","Kendall County",0,51828,1,0,4,"ok","Texas"
"2734","48261","TX","Kenedy County",0,330,1,0,4,"ok","Texas"
"2735","48263","TX","Kent County",0,703,1,0,4,"ok","Texas"
"2736","48265","TX","Kerr County",1,53900,1,0,4,"ok","Texas"
"2737","48267","TX","Kimble County",1,4401,1,0,4,"ok","Texas"
"2738","48269","TX","King County",0,215,1,0,4,"ok","Texas"
"2739","48271","TX","Kinney County",0,3191,1,0,4,"ok","Texas"
"2740","48273","TX","Kleberg County",1,30442,1,0,4,"ok","Texas"
"2741","48275","TX","Knox County",1,3255,1,0,4,"ok","Texas"
"2742","48283","TX","La Salle County",0,6679,1,0,4,"ok","Texas"
"2743","48277","TX","Lamar County",1,51249,1,0,4,"ok","Texas"
"2744","48279","TX","Lamb County",1,12687,1,0,4,"ok","Texas"
"2745","48281","TX","Lampasas County",1,23539,1,0,4,"ok","Texas"
"2746","48285","TX","Lavaca County",2,20605,1,0,4,"ok","Texas"
"2747","48287","TX","Lee County",0,18451,1,0,4,"ok","Texas"
"2748","48289","TX","Leon County",0,16698,1,0,4,"ok","Texas"
"2749","48291","TX","Liberty County",1,115042,2,0,4,"ok","Texas"
"2750","48293","TX","Limestone County",2,22569,1,0,4,"ok","Texas"
"2751","48295","TX","Lipscomb County",0,2880,1,0,4,"ok","Texas"
"2752","48297","TX","Live Oak County",0,11967,1,0,4,"ok","Texas"
"2753","48299","TX","Llano County",1,23163,1,0,4,"ok","Texas"
"2754","48301","TX","Loving County",0,48,1,0,4,"ok","Texas"
"2755","48303","TX","Lubbock County",6,327394,3,0,6,"ok","Texas"
"2756","48305","TX","Lynn County",1,5952,1,0,4,"ok","Texas"
"2757","48313","TX","Madison County",1,13877,1,0,4,"ok","Texas"
"2758","48315","TX","Marion County",0,9704,1,0,4,"ok","Texas"
"2759","48317","TX","Martin County",1,5179,1,0,4,"ok","Texas"
"2760","48319","TX","Mason County",0,3987,1,0,4,"ok","Texas"
"2761","48321","TX","Matagorda County",2,36391,1,0,4,"ok","Texas"
"2762","48323","TX","Maverick County",1,58829,1,0,4,"ok","Texas"
"2763","48307","TX","McCulloch County",1,7448,1,0,4,"ok","Texas"
"2764","48309","TX","McLennan County",2,270358,3,0,5,"ok","Texas"
"2765","48311","TX","McMullen County",0,565,1,0,4,"ok","Texas"
"2766","48325","TX","Medina County",1,55619,1,0,4,"ok","Texas"
"2767","48327","TX","Menard County",0,1911,1,0,4,"ok","Texas"
"2768","48329","TX","Midland County",1,183587,2,0,5,"ok","Texas"
"2769","48331","TX","Milam County",0,26159,1,0,4,"ok","Texas"
"2770","48333","TX","Mills County",0,4563,1,0,4,"ok","Texas"
"2771","48335","TX","Mitchell County",1,8968,1,0,4,"ok","Texas"
"2772","48337","TX","Montague County",1,21890,1,0,4,"ok","Texas"
"2773","48339","TX","Montgomery County",6,749613,6,3,9,"ok","Texas"
"2774","48341","TX","Moore County",1,21872,1,0,4,"ok","Texas"
"2775","48343","TX","Morris County",0,12184,1,0,4,"ok","Texas"
"2776","48345","TX","Motley County",0,1015,1,0,4,"ok","Texas"
"2777","48347","TX","Nacogdoches County",2,65728,1,0,4,"ok","Texas"
"2778","48349","TX","Navarro County",1,56533,1,0,4,"ok","Texas"
"2779","48351","TX","Newton County",0,11908,1,0,4,"ok","Texas"
"2780","48353","TX","Nolan County",1,14182,1,0,4,"ok","Texas"
"2781","48355","TX","Nueces County",3,353125,3,0,6,"ok","Texas"
"2782","48357","TX","Ochiltree County",1,9717,1,0,4,"ok","Texas"
"2783","48359","TX","Oldham County",0,1823,1,0,4,"ok","Texas"
"2784","48361","TX","Orange County",0,86115,1,0,4,"ok","Texas"
"2785","48363","TX","Palo Pinto County",1,30231,1,0,4,"ok","Texas"
"2786","48365","TX","Panola County",1,23022,1,0,4,"ok","Texas"
"2787","48367","TX","Parker County",1,179707,2,0,5,"ok","Texas"
"2788","48369","TX","Parmer County",1,9669,1,0,4,"ok","Texas"
"2789","48371","TX","Pecos County",2,14712,1,0,4,"ok","Texas"
